study_id,condition
NCT00603434,Methamphetamine Dependence
NCT00603434,Methamphetamine Abuse
NCT00292734,Sleep Initiation and Maintenance Disorders
NCT00292734,Depression
NCT06556134,Anemia of Chronic Kidney Disease
NCT03320434,Allergic Conjunctivitis
NCT02756364,Breast Neoplasms
NCT04856644,"Tuberculosis, Pulmonary"
NCT05222334,Arthroscopy
NCT05222334,Analgesia
NCT05222334,Intrafascial Interscalene Brachial Plexus Block
NCT00287664,Cirrhosis
NCT00287664,Hepatorenal Syndrome
NCT05314764,Cystic Fibrosis
NCT05314764,"Pneumonia, Bacterial"
NCT01309009,Infantile Colic
NCT05488509,Cannabis Use
NCT06437899,Overactive Bladder
NCT06597799,Healthy Volunteers
NCT01375699,Breast Cancer
NCT01375699,Gastrointestinal Cancer
NCT01375699,Genitourinary Cancer
NCT01375699,Sarcoma
NCT01375699,Gynecologic Cancer
NCT06990399,Macular Edema Secondary to Inflammation
NCT07108699,Chronic Obstructive Pulmonary Disease (COPD)
NCT05009199,Healthy Volunteer
NCT02410499,Diabetic Nephropathy
NCT02500199,Breast Cancer
NCT02500199,Gastric Cancer
NCT02500199,Solid Tumors
NCT02500199,NSCLC
NCT07676799,Myofascial Pain
NCT06575699,Gynecologic Surgical Procedures
NCT00091299,"Unspecified Adult Solid Tumor, Protocol Specific"
NCT00303199,Multiple Myeloma
NCT03796598,Cirrhosis
NCT03796598,Hepatic Encephalopathy
NCT06490198,Cholangiocarcinoma
NCT06490198,Chemotherapy Effect
NCT06490198,Immunotherapy
NCT00480298,Nasal Polyposis
NCT00057798,Lung Cancer
NCT00453063,Seasonal Allergic Rhinitis
NCT01706263,Acne Vulgaris
NCT07189793,Urinary Bladder Neoplasms
NCT07189793,"Carcinoma, Transitional Cell"
NCT07189793,Carcinoma in Situ of Bladder
NCT07189793,Non-Muscle-Invasive Bladder Cancer
NCT06920693,Atopic Dermatitis (AD)
NCT02054793,Prostate Cancer
NCT02054793,Castration-resistant Prostate Cancer
NCT01919593,Bacteremia
NCT06794593,Chronic Kidney Disease(CKD)
NCT04353193,Liver Cirrhosis Portal
NCT07235293,Colorectal Cancer
NCT03594487,Relapsing Remitting Multiple Sclerosis
NCT05436093,Solid Tumor
NCT03037593,Gestational Diabetes
NCT06477406,Endometriosis
NCT02474706,Urinary Tract Infections
NCT06235606,Acute Pain
NCT04371406,Covid-19
NCT04327206,Coronavirus Disease 2019 (COVID-19)
NCT04327206,Respiratory Illness
NCT04327206,Corona Virus Infection
NCT04327206,COVID-19
NCT05741606,Overweight and Obesity
NCT06541704,Age-related Macular Degeneration (AMD)
NCT06541704,Geographic Atrophy (GA)
NCT00436904,Leukemia
NCT07542704,Advanced Solid Tumors
NCT07542704,Colorectal Cancer (CRC)
NCT07542704,Non-Small Cell Lung Cancer
NCT07542704,Uterine Cancer
NCT07542704,KRAS G12C Mutations
NCT07542704,KRAS G12S Mutations
NCT02120404,Septic Shock
NCT05462704,Iron Deficiency Anemia
NCT05462704,Pregnancy
NCT04398004,COVID-19
NCT04398004,Virus Diseases
NCT04398004,Corona Virus Infection
NCT00884104,Overactive Bladder
NCT05872204,Low Grade Serous Ovarian Carcinoma
NCT05872204,Adult Type Granulosa Cell Tumor
NCT07241104,Dilated Cardiomyopathy
NCT01497704,Cancer Patients With Solid Tumors
NCT02409004,Healthy
NCT00035984,"Diabetes Mellitus, Non-Insulin-Dependent"
NCT03977233,Pancreatic Ductal Adenocarcinoma (PDAC)
NCT03977233,Cancer of Pancreas
NCT03977233,"Pancreatic Cancer, Adult"
NCT03977233,Pancreas Adenocarcinoma
NCT03977233,Pancreatic Neoplasms
NCT03977233,Pancreatic Cancer Non-resectable
NCT03977233,Pancreatic Cancer Resectable
NCT00211133,Anemia
NCT00211133,Breast Neoplasms
NCT00211133,Quality of Life
NCT00103233,Breast Cancer
NCT01769833,Chronic Hepatitis B
NCT01249833,Influenza
NCT06895733,"Solid Tumor, Adult"
NCT06895733,Next-generation Sequencing
NCT06895733,Precision Medicine
NCT01244633,Tourette's Syndrome
NCT00295633,"Diabetes Mellitus, Type 2"
NCT00362752,Hepatopulmonary Syndrome
NCT01354652,Lactic Acidosis
NCT06504147,Peritoneal Carcinomatosis
NCT06504147,Ovarian Cancer
NCT00761449,MDS
NCT00761449,AML
NCT06042049,Respiratory Syncytial Virus Infections
NCT02466347,Asthma
NCT02466347,Chronic Obstructive Pulmonary Disease (COPD)
NCT03693547,Advanced Non-small Cell Lung Cancer
NCT06823349,Vaginal Delivery
NCT06823349,Normal Labor
NCT03023449,Stroke
NCT00593138,Drug Binding to DAT Receptors
NCT01286038,Myelodysplastic Syndrome (MDS)
NCT01286038,Thrombocytopenia
NCT02285738,Solid Tumor
NCT02285738,Cancer
NCT01718938,Gastroparesis
NCT00654758,Non-small Cell Lung Cancer
NCT01044238,Methamphetamine Dependence
NCT00542958,Cancer
NCT02869438,Asthma
NCT04051255,Periodontal Diseases
NCT04051255,Aggressive Periodontitis
NCT00911248,Neurofibromatosis 2
NCT04345848,COVID
NCT04345848,Sars-CoV2
NCT00152048,Hirsutism
NCT02581748,Healthy
NCT02768948,Diabetic Nephropathy
NCT01797848,Hepatitis C
NCT00356226,Ascitic Cirrhosis
NCT00356226,Hyperactivation of Sympathetic Nervous System
NCT00057226,"Depressive Disorder, Major"
NCT07144826,Advanced Ovarian Carcinoma
NCT07144826,Recurrent Ovarian Carcinoma
NCT07144826,Stage II Ovarian Cancer AJCC v8
NCT07144826,Stage III Ovarian Cancer AJCC v8
NCT07144826,Stage IV Ovarian Cancer AJCC v8
NCT02689726,"HPV 16- and/or HPV 18-Infected Women With Normal Cytology, ASCUS, or LSIL"
NCT04984226,Chronic Kidney Diseases
NCT04984226,Metabolic Acidosis
NCT04984226,Fatigue
NCT04984226,Physical Endurance
NCT04984226,Insulin Resistance
NCT04984226,Mitochondrial Energetics
NCT04984226,Diabetes
NCT01771978,Ischaemia-reperfusion Injury
NCT05305885,Leptomeningeal Metastasis
NCT00264485,"Pain, Postoperative"
NCT00264485,Analgesia
NCT07420985,Influenza
NCT07420985,Acute Respiratory Viral Infection
NCT00807885,Dehydration
NCT03317743,Advanced Solid Tumors
NCT02987543,Metastatic Castration-resistant Prostate Cancer
NCT04589832,Uveal Melanoma
NCT03937999,Clostridium Difficile
NCT01324544,Other Acute Postoperative Pain
NCT01324544,Prolonged Endotracheal Intubation
NCT03743298,Metastatic Melanoma
NCT02255734,Healthy
NCT03856164,Post Partum Hemorrhage
NCT03856164,Fibrinolysis; Hemorrhage
NCT03856164,Blood Loss
NCT00654498,Restless Legs Syndrome
NCT01078298,Smoking Cessation
NCT01078298,Depression
NCT02066298,Asthma
NCT03891498,Preeclampsia
NCT03033498,Parkinson's Disease (PD)
NCT06670898,Healthy
NCT01712009,Bone Pain in Stage I - III Breast Cancer
NCT00434109,Neuroendocrine Tumor
NCT00434109,Islet Cell Tumor
NCT00399698,Oppositional Defiant Disorder
NCT00399698,Conduct Disorder
NCT00399698,Attention Deficit/Hyperactivity Disorder (ADHD)
NCT00399698,Intermittent Explosive Disorder
NCT00399698,Impulse-Control Disorders
NCT00399698,Adjustment Disorder
NCT00399698,Bipolar Disorder
NCT00399698,Pervasive Developmental Disorder
NCT01695863,Colorectal Cancer
NCT04528563,Abdominal Pain
NCT04528563,Appendicitis
NCT04528563,Analgesia
NCT04528563,"Child, Only"
NCT04528563,Emergencies
NCT05875493,Food Effect in Healthy Participants
NCT04679493,Covid19
NCT04679493,Healthy Volunteers
NCT01738893,Epilepsy
NCT00006014,Malignant Mesothelioma
NCT06690814,Cutaneous Ulcer Disease
NCT06690814,Skin Sores
NCT04060914,Antiplatelet Therapy
NCT04060914,Coronary Artery Disease
NCT04060914,Percutaneous Coronary Intervention
NCT03667014,Atopic Dermatitis
NCT03667014,Atopic Dermatitis Eczema
NCT04055116,Pediatric Dentistry
NCT04762316,Uterine Fibroids Affecting Pregnancy
NCT01154816,Hepatoblastoma
NCT01154816,Previously Treated Childhood Rhabdomyosarcoma
NCT01154816,Recurrent Childhood Acute Lymphoblastic Leukemia
NCT01154816,Recurrent Childhood Acute Myeloid Leukemia
NCT01154816,Recurrent Childhood Kidney Neoplasm
NCT01154816,Recurrent Childhood Malignant Germ Cell Tumor
NCT01154816,Recurrent Childhood Rhabdomyosarcoma
NCT01154816,Recurrent Childhood Soft Tissue Sarcoma
NCT01154816,Recurrent Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor
NCT01154816,Recurrent Neuroblastoma
NCT01154816,Recurrent Osteosarcoma
NCT05066516,Diabetes Mellitus
NCT03598816,Renal Cell Carcinoma
NCT03275116,Chronic Obstructive Airway Disease
NCT06804616,Pain Management
NCT03045406,Venous Thromboembolism
NCT02487706,HIV
NCT05193604,Pancreatic Carcinoma
NCT07144904,Indocyanine Green (ICG)
NCT07144904,Robotic Surgical Procedure
NCT07144904,Deep Infiltrating Endometriosis (DIE)
NCT07144904,Endometriosis Pelvic
NCT07144904,Endometriosis (Diagnosis)
NCT07144904,Endometriosis of the Cul-de-sac
NCT07144904,Ureteral Stent Placement
NCT07144904,Ureteral Injury
NCT07144904,Endometriosis Ovaries
NCT05150704,Myocarditis Acute
NCT00737204,HIV Infections
NCT00737204,Fatigue
NCT07116304,Preventing Propofol Pain on Injection
NCT04420104,Erector Spinae Plane Block
NCT04420104,Cardiac Surgery
NCT06731504,Hematologic Malignancy
NCT02445404,Peripheral T-cell Lymphoma
NCT00125684,Cancer
NCT00125684,Pain
NCT03184584,Alström Syndrome
NCT07455084,Schizophrenia
NCT01341184,Tuberculosis
NCT01670084,B-cell Adult Acute Lymphoblastic Leukemia
NCT01670084,Blastic Phase Chronic Myelogenous Leukemia
NCT01670084,"Chronic Myelogenous Leukemia, BCR-ABL1 Positive"
NCT01670084,Philadelphia Chromosome Positive Adult Precursor Acute Lymphoblastic Leukemia
NCT01670084,Untreated Adult Acute Lymphoblastic Leukemia
NCT00220584,Fragile X Syndrome
NCT03933384,Hepatitis B
NCT03933384,Viral Hepatitis
NCT04570384,Acute Hypoxemic Respiratory Failure
NCT05516784,Coronary Artery Disease (CAD)
NCT00246584,Hypertension
NCT07478484,Ceftazidime-avibactam
NCT07478484,Aztreonam
NCT07478484,Gram-negative Bacterial Infection
NCT07478484,Metallo-β-lactamase-producing
NCT07478484,Carbapenem-resistant
NCT00663884,"Diabetes Mellitus, Type 2"
NCT03718884,Psoriasis
NCT03341884,Hepatic Insufficiency
NCT06697184,Chronic Lymphocytic Leukemia
NCT06697184,CLL
NCT06697184,Mantle Cell Lymphoma
NCT06697184,MCL
NCT00857584,Bipolar Disorder
NCT00857584,Bipolar Depression
NCT03705884,Cardiac Sarcoidosis
NCT03558984,Surgical Site Infection
NCT03558984,Sternal Infection
NCT03558984,Cardiac Surgery
NCT02966184,Status Asthmaticus
NCT03168984,Healthy Japanese and Caucasian Subjects
NCT04566484,Chikungunya
NCT02723084,Chronic Hepatitis C Virus
NCT02723084,Hepatitis C Virus
NCT04251533,Triple Negative Breast Neoplasms
NCT00885833,Wiskott-Aldrich Syndrome
NCT01057433,Healthy Volunteers
NCT06672133,Extensive Stage Lung Small Cell Carcinoma
NCT03550352,HIV Infections
NCT00000952,HIV Infections
NCT05468047,Psychedelic Experiences
NCT05468047,Therapeutic Alliance
NCT05468047,"Psychology, Perceptual"
NCT04610047,Influenza
NCT04610047,Influenza -Like Illness
NCT01013649,Pancreatic Adenocarcinoma
NCT01013649,Pancreatic Ductal Adenocarcinoma
NCT01013649,Pancreatic Intraductal Papillary-Mucinous Neoplasm
NCT01013649,Stage I Pancreatic Cancer AJCC v6 and v7
NCT01013649,Stage II Pancreatic Cancer AJCC v6 and v7
NCT04525638,Neuroendocrine Tumours (NET)
NCT04525638,Neuroendocrine Carcinomas (NEC)
NCT06294548,Hepatocellular Carcinoma
NCT03574948,Crohn Disease
NCT03574948,Ulcerative Colitis
NCT03574948,Fatigue
NCT03574948,Remission
NCT02274558,Tardive Dyskinesia
NCT02871648,Healthy Volunteers
NCT06656455,Anesthesia
NCT06656455,"Children, Only"
NCT02305355,"Diabetes Mellitus, Type 2"
NCT02305355,Hypertriglycemia
NCT07189455,Small-cell Lung Cancer
NCT01231126,Pregnancy
NCT01231126,Induced Labor
NCT04956926,Patients With Advanced Malignant Tumors
NCT00764426,Arteriosclerosis
NCT00764426,Myocardial Infarction
NCT04693026,Covid19
NCT04693026,Covid-19 ARDS
NCT00685178,Cocaine Dependence
NCT00937534,Essential Hypertension
NCT04055844,Acute Myeloid Leukemia
NCT04055844,Myeloid and Monocytic Leukemia
NCT04055844,Myelodysplastic Syndromes
NCT02593734,Schizophrenia
NCT02593734,"Mood Disorders,"
NCT02593734,Anxiety Disorder
NCT07492134,Acute Uncomplicated Diverticulitis
NCT04608734,Dental Anxiety
NCT01460134,CD27 Expressing B-cell Malignancies for Example Hodgkin's Lymphoma
NCT01460134,Chronic Lymphocytic Leukemia
NCT01460134,Mantle Cell Lymphoma
NCT01460134,Marginal Zone B Cell Lymphoma)
NCT01460134,Any T-cell Malignancy
NCT01460134,"Solid Tumors (Metastatic Melanoma, Renal (Clear) Cell Carcinoma"
NCT01460134,"Hormone-refractory Prostate Adenocarcinoma, Ovarian Cancer"
NCT01460134,"Colorectal Adenocarcinoma, Non-small Cell Lung Cancer)"
NCT01460134,Burkett's Lymphoma
NCT01460134,Primary Lymphoma of the Central Nervous System
NCT02164734,"Respiratory Distress Syndrome, Newborn"
NCT01847664,Uncomplicated Diverticulitis
NCT01002664,Lower Urinary Tract Symptoms
NCT01002664,Benign Prostatic Hyperplasia
NCT04299464,Autism Spectrum Disorder (ASD)
NCT04798209,Healthy
NCT01049009,High Blood Pressure
NCT02766244,Burns
NCT00193544,Multiple Myeloma
NCT03398434,Atrial Fibrillation
NCT07436234,Seasonal Allergic Rhinitis
NCT02424734,Late-onset Sepsis
NCT06469164,Bacterial Vaginosis
NCT00740064,HIV Infections
NCT01094964,Bladder Cancer
NCT03941964,Acute Myeloid Leukemia (AML)
NCT03941964,Cancer
NCT05030064,Ulcerative Colitis
NCT04455464,Chronic Liver Disease
NCT05741164,Anatomic Stage III Breast Cancer AJCC v8
NCT05741164,Anatomic Stage IV Breast Cancer AJCC v8
NCT05741164,Metastatic Triple-Negative Breast Carcinoma
NCT05741164,Refractory Triple-Negative Breast Carcinoma
NCT05741164,Unresectable Triple-Negative Breast Carcinoma
NCT00734864,Glioblastoma Multiforme
NCT00734864,Gliosarcoma
NCT00734864,Anaplastic Astrocytoma
NCT00734864,Anaplastic Oligodendroglioma
NCT00734864,Glioma
NCT06030609,Electrolyte Imbalance
NCT06030609,Kidney Transplant; Complications
NCT05414864,Insomnia
NCT05414864,Hypertension
NCT06493864,Breast Cancer
NCT06493864,Solid Tumor
NCT01247909,Infant Bacterial Meningitis
NCT05205109,Locally Advanced or Metastatic Solid Tumors
NCT01188798,Acute Lymphoblastic Leukemia
NCT01188798,Acute Myelocytic Leukemia
NCT01188798,Chronic Myelocytic Leukemia
NCT01188798,Hodgkin's Disease
NCT01188798,Myelodysplastic Syndrome
NCT01257698,Macular Hole
NCT01257698,Retinal Detachment
NCT05620498,Potentially Resectable Locally Advanced Intrahepatic Cholangiocarcinoma and Gallbladder Cancer
NCT00394498,Myocardial Infarction
NCT05038098,Gastric Adenocarcinoma
NCT05885763,End Stage Renal Disease on Hemodialysis
NCT03368963,Colorectal Adenocarcinoma
NCT03368963,Gastric Adenocarcinoma
NCT03368963,Metastatic Pancreatic Adenocarcinoma
NCT03368963,Non-Resectable Cholangiocarcinoma
NCT03368963,Stage IV Colorectal Cancer
NCT03368963,Stage IV Gastric Cancer
NCT03368963,Stage IV Pancreatic Cancer
NCT03368963,Stage IVA Colorectal Cancer
NCT03368963,Stage IVB Colorectal Cancer
NCT03368963,Stage III Colorectal Cancer
NCT03368963,Stage III Gastric Cancer
NCT03368963,Stage III Pancreatic Cancer
NCT03368963,Unresectable Digestive System Adenocarcinoma
NCT03368963,Unresectable Pancreatic Carcinoma
NCT02614963,Effect of Clostridium Butyricum in Treating Irritable Bowel Syndrome
NCT00583063,Solid Tumors
NCT03415763,Rectal Neoplasms
NCT02094963,Acute Coronary Syndrome
NCT02094963,Myocardial Ischemia
NCT02094963,Heart Diseases
NCT02094963,Cardiovascular Diseases
NCT02094963,Angina Pectoris
NCT03608163,"Diabetes Mellitus, Type 1"
NCT03608163,Hypoglycemia
NCT03608163,Hypoglycemia Unawareness
NCT04072887,"Pulmonary Disease, Chronic Obstructive"
NCT01095887,Kidney Transplant
NCT00041587,Malignant Glioma
NCT00041587,Glioblastoma Multiforme
NCT00041587,Anaplastic Astrocytoma
NCT00041587,Mixed Oligoastrocytoma
NCT02217787,Healthy
NCT06893887,Hepatocellular Carcinoma(HCC)
NCT04698187,Melanoma
NCT04698187,Advanced Melanoma
NCT04698187,Metastatic Melanoma
NCT04698187,Unresectable Melanoma
NCT00288093,Pancreatic Adenocarcinoma
NCT00288093,Stage III Pancreatic Cancer AJCC v6 and v7
NCT02664493,Chronic Renal Failure
NCT00801021,Cystitis
NCT00801021,Urinary Tract Infections
NCT00386321,Diffuse Large B-cell Lymphoma
NCT01548521,Prader-Willi Syndrome
NCT02565121,Brain Injuries
NCT02565121,Olfaction Disorders
NCT06394414,Advanced Solid Tumors
NCT06020014,Asthma
NCT02107014,Fibromyalgia
NCT01473316,Healthy Volunteer
NCT06376916,Tachycardia Atrial
NCT06376916,Atrial Fibrillation
NCT06376916,Atrial Flutter With Rapid Ventricular Response
NCT03670316,HIV
NCT03670316,AIDS
NCT03670316,Smoking Cessation
NCT04112316,Heart Failure With Reduced Ejection Fraction (HFrEF)
NCT04112316,Low T3 Syndrome
NCT00773916,Attention Deficit Disorder With Hyperactivity
NCT03749616,Distal Radius Fracture
NCT00003406,Chronic Myeloproliferative Disorders
NCT00003406,Leukemia
NCT00003406,Lymphoma
NCT00003406,Multiple Myeloma and Plasma Cell Neoplasm
NCT00003406,Myelodysplastic Syndromes
NCT00003406,Precancerous/Nonmalignant Condition
NCT00003406,"Unspecified Adult Solid Tumor, Protocol Specific"
NCT04268706,"Hodgkin Lymphoma, Adult"
NCT04268706,Hodgkin Disease Recurrent
NCT04268706,Hodgkin Disease Refractory
NCT04268706,"Hodgkin Disease, Pediatric"
NCT03891706,Solid Tumor
NCT06814106,Healthy
NCT07226206,Hemophilia A
NCT01000506,Asthma
NCT01170104,Hepatocellular Carcinoma
NCT00000704,HIV Infections
NCT01955304,Food Effect of Fruquintinib in Health Subjects
NCT04634604,Retinopathy of Prematurity
NCT06041204,PCOS (Polycystic Ovary Syndrome) of Bilateral Ovaries
NCT06041204,Subclinical Hypothyroidism
NCT06041204,Female Infertility
NCT03641404,Mild Cognitive Impairment
NCT05864404,Patients With Atrial Fibrillation Undergoing Catheter Ablation
NCT00735904,"Carcinoma, Non-Small-Cell Lung (NSCLC)"
NCT01548404,Atopic Dermatitis
NCT05096884,Tachycardia
NCT05096884,Dyspnea
NCT05096884,COVID-19
NCT06863584,Solitary Plasmacytoma
NCT06017284,Pancreatic Cancer Stage IV
NCT06017284,Chemotherapy-induced Nausea and Vomiting
NCT04961684,Onychomycosis of Toenail
NCT00000504,Arrhythmia
NCT00000504,Cardiovascular Diseases
NCT00000504,Heart Diseases
NCT00000504,Ventricular Arrhythmia
NCT04237584,Metastatic Castration-resistant Prostate Cancer
NCT04886284,Staphylococcus Aureus Bacteremia
NCT04886284,Staphylococcus Aureus Septicemia
NCT04886284,Staphylococcal Sepsis
NCT04886284,Staphylococcus Aureus Endocarditis
NCT02170584,Healthy
NCT05821933,NSCLC
NCT07704333,Aspergillos
NCT07704333,Mucormye
NCT07704333,Dimorphic
NCT07704333,Other Molds
NCT07704333,Non-Aspergillos
NCT07704333,Non-Mucormycosis
NCT03243552,ASD
NCT00356252,Oxidative DNA Damage
NCT03919552,Cisplatin
NCT03919552,Carboplatin
NCT03919552,NPC
NCT02050152,Amnesia
NCT02172352,"Pulmonary Disease, Chronic Obstructive"
NCT03877952,Healthy
NCT04226352,MDD
NCT04226352,Treatment Resistant Depression
NCT04226352,Smoking Cessation
NCT04226352,Smoking
NCT05006352,Amyotrophic Lateral Sclerosis
NCT00356447,Vasomotor Symptoms
NCT01391052,Heavy Menstrual Bleeding
NCT01391052,Menorrhagia
NCT01391052,Hypermenorrhea
NCT00673452,Fibromyalgia
NCT00591357,Antibiotic-Associated Diarrhea
NCT00591357,Clostridium Difficile
NCT06940557,Carpal Tunnel Syndrome (CTS)
NCT04014101,Hepatocellular Carcinoma
NCT01298401,Pancreatic Cancer
NCT07421401,Essential Hypertension
NCT02214901,Healthy
NCT00357201,Dry Eye Syndromes
NCT01183312,Hypersomnia
NCT01183312,Primary Hypersomnia
NCT01183312,Idiopathic Hypersomnia
NCT01183312,Narcolepsy Without Cataplexy
NCT05096312,Acne Vulgaris
NCT04760912,Rocuronium
NCT04760912,Muscle Weakness
NCT04760912,General Anaesthesia
NCT00824512,Friedreich Ataxia
NCT00377819,Postmenopausal Osteoporosis
NCT00320619,Scoliosis
NCT00320619,Kyphosis
NCT00320619,Lordosis
NCT00320619,Spondylitis
NCT00320619,Spinal Stenosis
NCT01404819,Carotid Endarterectomy
NCT02966730,Follicular Lymphoma
NCT02966730,"Follicular Lymphoma, Grade 1"
NCT02966730,"Follicular Lymphoma, Grade 2"
NCT02966730,Follicular Lymphoma Grade IIIa
NCT00160628,"Epilepsy, Partial"
NCT01772719,Multiple Myeloma
NCT03988530,Motion Sickness
NCT06639230,Pyogenic Granuloma of Gingiva
NCT06393530,Spine Fusion
NCT06393530,Spine Disease
NCT06393530,Spinal Disease
NCT06920901,Asthma
NCT00630812,Cystic Fibrosis
NCT05257512,Non-small Cell Lung Cancer
NCT04693312,"Pain, Chronic"
NCT07128212,Ischemic White Matter Lesions (WMIL)
NCT07128212,Cerebral Small Vessel Disease
NCT07128212,Vascular Cell Adhesion Molecule-1
NCT07128212,VCAM-1
NCT00615381,Intracranial Aneurysm
NCT04493281,Healthy Adult Subjects
NCT03916081,Atopic Dermatitis
NCT03501381,Renal Cell Carcinoma
NCT00684567,Glioblastoma
NCT00151567,Ureterolithiasis
NCT00151567,Ureteral Calculi
NCT00566267,Hyperlipidemia
NCT00494767,"Diabetes Mellitus, Type 2"
NCT00494767,Obesity
NCT06027567,Idiopathic Intracranial Hypertension
NCT06027567,Intracranial Pressure
NCT06027567,Obesity
NCT06027567,Pseudotumor Cerebri Syndrome
NCT06027567,Papilledema
NCT06027567,Weight Loss
NCT00265967,Hypertension
NCT02074800,Healthy
NCT01865500,Chronic Obstructive Pulmonary Disease
