study_id,sponsor_name,sponsor_type
NCT00386321,Chulalongkorn University,OTHER
NCT00386321,Bayer,INDUSTRY
NCT01548521,"University Hospital, Toulouse",OTHER
NCT02565121,St. Olavs Hospital,OTHER
NCT02565121,Norwegian University of Science and Technology,OTHER
NCT06394414,"MediLink Therapeutics (Suzhou) Co., Ltd.",INDUSTRY
NCT06020014,AstraZeneca,INDUSTRY
NCT02107014,University of Alabama at Birmingham,OTHER
NCT02107014,Stanford University,OTHER
NCT01473316,"Genentech, Inc.",INDUSTRY
NCT06376916,Wake Forest University Health Sciences,OTHER
NCT03670316,University of Alabama at Birmingham,OTHER
NCT03670316,University of Washington,OTHER
NCT03670316,Harvard University,OTHER
NCT03670316,National Institute on Drug Abuse (NIDA),NIH
NCT04112316,University of Pennsylvania,OTHER
NCT04112316,"National Heart, Lung, and Blood Institute (NHLBI)",NIH
NCT00773916,Federal University of Rio Grande do Sul,OTHER
NCT00773916,Conselho Nacional de Desenvolvimento Científico e Tecnológico,OTHER_GOV
NCT00773916,Hospital de Clinicas de Porto Alegre,OTHER
NCT03749616,University of Missouri-Columbia,OTHER
NCT00003406,Cancer Treatment Centers of America,OTHER
NCT04268706,Tessa Therapeutics,INDUSTRY
NCT03891706,"Guangzhou FineImmune Biotechnology Co., LTD.",INDUSTRY
NCT03891706,Sun Yat-Sen University Cancer Center,OTHER
NCT06814106,Merck Sharp & Dohme LLC,INDUSTRY
NCT07226206,Hoffmann-La Roche,INDUSTRY
NCT01000506,GlaxoSmithKline,INDUSTRY
NCT01170104,Chung-Ang University,OTHER
NCT01170104,Gyeongsang National University Hospital,OTHER
NCT00000704,National Institute of Allergy and Infectious Diseases (NIAID),NIH
NCT01955304,Hutchison Medipharma Limited,INDUSTRY
NCT04634604,Jaeb Center for Health Research,OTHER
NCT04634604,Pediatric Eye Disease Investigator Group,NETWORK
NCT04634604,National Eye Institute (NEI),NIH
NCT06041204,Muhamed Ahmed Abdelmoaty Muhamed Alhagrasy,OTHER
NCT03641404,"National University Hospital, Singapore",OTHER
NCT03641404,National University of Singapore,OTHER
NCT03641404,"National University Health System, Singapore",OTHER
NCT05864404,Yonsei University,OTHER
NCT00735904,Pfizer,INDUSTRY
NCT01548404,Regeneron Pharmaceuticals,INDUSTRY
NCT01548404,Sanofi,INDUSTRY
NCT05096884,Hackensack Meridian Health,OTHER
NCT06863584,"Second Affiliated Hospital, School of Medicine, Zhejiang University",OTHER
NCT06017284,Fudan University,OTHER
NCT04961684,Oystershell NV,INDUSTRY
NCT00000504,"National Heart, Lung, and Blood Institute (NHLBI)",NIH
NCT04237584,MANA RBM,OTHER
NCT04237584,Bayer,INDUSTRY
NCT04237584,Carolina Urologic Research Center,OTHER
NCT04237584,Tulane University,OTHER
NCT04237584,Barbara Ann Karmanos Cancer Institute,OTHER
NCT04886284,Todd C. Lee MD MPH FIDSA,OTHER
NCT02170584,Boehringer Ingelheim,INDUSTRY
NCT05821933,"RemeGen Co., Ltd.",INDUSTRY
NCT07704333,National Institutes of Health Clinical Center (CC),NIH
NCT03243552,"University of California, Los Angeles",OTHER
NCT03243552,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD),NIH
NCT00356252,Tufts University,OTHER
NCT00356252,BASF,INDUSTRY
NCT03919552,"Nanfang Hospital, Southern Medical University",OTHER
NCT02050152,State University of New York at Buffalo,OTHER
NCT02172352,Boehringer Ingelheim,INDUSTRY
NCT03877952,Corcept Therapeutics,INDUSTRY
NCT04226352,Johns Hopkins University,OTHER
NCT05006352,Denali Therapeutics Inc.,INDUSTRY
NCT00356447,Bayer,INDUSTRY
NCT01391052,Scott and White Hospital & Clinic,OTHER
NCT00673452,Eli Lilly and Company,INDUSTRY
NCT00673452,Boehringer Ingelheim,INDUSTRY
NCT00591357,Michael E. DeBakey VA Medical Center,FED
NCT06940557,Universiti Putra Malaysia,OTHER
NCT06940557,BREGO Life Sciences Sdn Bhd,INDUSTRY
NCT04014101,Shanghai Zhongshan Hospital,OTHER
NCT01298401,Radiation Therapy Oncology Group,NETWORK
NCT01298401,National Cancer Institute (NCI),NIH
NCT01298401,NRG Oncology,OTHER
NCT07421401,"Boryung Pharmaceutical Co., Ltd",INDUSTRY
NCT02214901,Boehringer Ingelheim,INDUSTRY
NCT00357201,Laboratoires Thea,INDUSTRY
NCT01183312,Lynn Marie Trotti,OTHER
NCT01183312,Georgia Research Alliance,OTHER
NCT05096312,"East Avenue Medical Center, Philippines",OTHER_GOV
NCT04760912,Clinical Hospital Centre Zagreb,OTHER
NCT00824512,Ipsen,INDUSTRY
NCT00377819,Amgen,INDUSTRY
NCT00320619,"National Heart, Lung, and Blood Institute (NHLBI)",NIH
NCT01404819,Centre Hospitalier Universitaire de Nīmes,OTHER
NCT02966730,Memorial Sloan Kettering Cancer Center,OTHER
NCT02966730,Fox Chase Cancer Center,OTHER
NCT02966730,Pharmacyclics LLC.,INDUSTRY
NCT00160628,UCB Pharma,INDUSTRY
NCT01772719,University of Louisville,OTHER
NCT01772719,James Graham Brown Cancer Center,OTHER
NCT03988530,"Repurposed Therapeutics, Inc.",INDUSTRY
NCT06639230,Assiut University,OTHER
NCT06393530,Poznan University of Medical Sciences,OTHER
NCT06920901,"Apogee Therapeutics, Inc.",INDUSTRY
NCT00630812,Syntara,INDUSTRY
NCT00630812,ethica Clinical Research Inc.,INDUSTRY
NCT00630812,"Europe: KasaConsult bvba, Hoegaarden, Belgium",INDUSTRY
NCT00630812,Resolution Latin America,OTHER
NCT05257512,Shouyao Holdings (Beijing) Co. LTD,OTHER
NCT04693312,Assiut University,OTHER
NCT07128212,Suzhou Municipal Hospital of Anhui Province,OTHER
NCT00615381,Northwestern University,OTHER
NCT04493281,Shionogi,INDUSTRY
NCT03916081,"Arcutis Biotherapeutics, Inc.",INDUSTRY
NCT03501381,Roberto Pili,OTHER
NCT03501381,Indiana University,OTHER
NCT03501381,Syndax Pharmaceuticals,INDUSTRY
NCT03501381,"Clinigen, Inc.",INDUSTRY
NCT00684567,Merck Sharp & Dohme LLC,INDUSTRY
NCT00151567,Rennes University Hospital,OTHER
NCT00151567,"Ministry of Health, France",OTHER_GOV
NCT00151567,Yamanouchi,UNKNOWN
NCT00566267,Merck Sharp & Dohme LLC,INDUSTRY
NCT00494767,GlaxoSmithKline,INDUSTRY
NCT06027567,Rigmor Højland Jensen,OTHER
NCT06027567,"Rigshospitalet, Denmark",OTHER
NCT06027567,Odense University Hospital,OTHER
NCT06027567,University of Copenhagen,OTHER
NCT00265967,Sanofi,INDUSTRY
NCT00265967,Bristol-Myers Squibb,INDUSTRY
NCT02074800,"Centocor, Inc.",INDUSTRY
NCT01865500,Ataturk University,OTHER
NCT00100607,Novartis Pharmaceuticals,INDUSTRY
NCT03112707,"Humanitas Hospital, Italy",OTHER
NCT07197307,Universität Münster,OTHER
NCT07197307,AbbVie,INDUSTRY
NCT07197307,"Sobi, Inc.",INDUSTRY
NCT03301207,"Janssen Research & Development, LLC",INDUSTRY
NCT03385200,RWTH Aachen University,OTHER
NCT03385200,Univ.-Prof. Dr. med. F. Kiessling,UNKNOWN
NCT06136507,"Hangzhou Gensciences Biopharmaceutical Co., Ltd.",INDUSTRY
NCT07294092,Keith M Vogt,OTHER
NCT07294092,National Institute of General Medical Sciences (NIGMS),NIH
NCT05279092,Yale University,OTHER
NCT05279092,Department of Anesthesiology Faculty Development Fund,UNKNOWN
NCT06560892,"RESnTEC, Institute of Research",OTHER
NCT06560892,Bahawal Victoria Hospital,UNKNOWN
NCT05222971,Asan Medical Center,OTHER
NCT04465071,Guy's and St Thomas' NHS Foundation Trust,OTHER
NCT04465071,"City, University of London",OTHER
NCT04465071,King's College London,OTHER
NCT03729271,University of Michigan,OTHER
NCT03729271,"Commonwealth Diagnostics International, Inc.",UNKNOWN
NCT02258971,Boehringer Ingelheim,INDUSTRY
NCT00506571,"National Cancer Center, Korea",OTHER_GOV
NCT01766336,"OPKO Health, Inc.",INDUSTRY
NCT01766336,Elan Pharmaceuticals,INDUSTRY
NCT05551936,Vaishalee Kenkre,OTHER
NCT05551936,"Epizyme, Inc.",INDUSTRY
NCT05551936,"University of Wisconsin, Madison",OTHER
NCT03268811,Shire,INDUSTRY
NCT03268811,Takeda,INDUSTRY
NCT02784171,Canadian Cancer Trials Group,NETWORK
NCT02784171,"National Cancer Institute, Naples",OTHER
NCT02784171,Merck Sharp & Dohme LLC,INDUSTRY
NCT02784171,Intergroupe Francophone de Cancerologie Thoracique,OTHER
NCT02070471,LG Life Sciences,INDUSTRY
NCT00745771,IDEA AG,INDUSTRY
NCT00140244,Beth Israel Deaconess Medical Center,OTHER
NCT00140244,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),NIH
NCT00140244,Amgen,INDUSTRY
NCT00904462,"Endo USA Inc., a Keenova Therapeutics Company",INDUSTRY
NCT02662062,Australian and New Zealand Urogenital and Prostate Cancer Trials Group,OTHER
NCT02662062,"Peter MacCallum Cancer Centre, Australia",OTHER
NCT05226546,Centre Hospitalier Universitaire Saint Pierre,OTHER
NCT01617746,University of Glasgow,OTHER
NCT01617746,NHS Greater Glasgow and Clyde,OTHER
NCT06954246,"Qilu Pharmaceutical Co., Ltd.",INDUSTRY
NCT04374188,Diaa Eldin Taha Ramadan Mohamed,OTHER
NCT01388088,Erling Bjerregaard Pedersen,OTHER
NCT06922903,"Yunhe Pharmaceutical (Tianjin) Co., Ltd",OTHER
NCT00402103,Novartis,INDUSTRY
NCT00378703,National Cancer Institute (NCI),NIH
NCT00679627,"Janssen Research & Development, LLC",INDUSTRY
NCT02500927,Astellas Pharma Inc,INDUSTRY
NCT02549027,Merck Sharp & Dohme LLC,INDUSTRY
NCT01362361,Martin-Luther-Universität Halle-Wittenberg,OTHER
NCT01362361,GALMED GmbH,OTHER
NCT01791842,Hospices Civils de Lyon,OTHER
NCT02201342,Mezzion Pharma Co. Ltd,INDUSTRY
NCT02201342,"National Heart, Lung, and Blood Institute (NHLBI)",NIH
NCT02201342,Pediatric Heart Network,OTHER
NCT06925386,Universitas Padjadjaran,OTHER
NCT06925386,PT. Prodia Stem Cell Indonesia,INDUSTRY
NCT06925386,B-Crobes Laboratory (M) Sdn Bhd,UNKNOWN
NCT03063086,Novartis Pharmaceuticals,INDUSTRY
NCT00157586,Mario Negri Institute for Pharmacological Research,OTHER
NCT04482270,"Astellas Pharma Global Development, Inc.",INDUSTRY
NCT05971173,The University of Texas Health Science Center at San Antonio,OTHER
NCT06358573,Swiss Cancer Institute,OTHER
NCT04421469,Fujian Cancer Hospital,OTHER_GOV
NCT04421469,Zhejiang Cancer Hospital,OTHER
NCT04421469,Jiangxi Provincial Cancer Hospital,OTHER
NCT02292069,Dr. Reddy's Laboratories Limited,INDUSTRY
NCT05116969,Heat Biologics,INDUSTRY
NCT02593383,Lee's Pharmaceutical Limited,INDUSTRY
NCT04131283,Semmelweis University,OTHER
NCT01948583,Derming SRL,OTHER
NCT06791083,First Affiliated Hospital of Fujian Medical University,OTHER
NCT00343083,"University of Maryland, Baltimore",OTHER
NCT00343083,Bristol-Myers Squibb,INDUSTRY
NCT04746183,University of Liverpool,OTHER
NCT04746183,Liverpool School of Tropical Medicine,OTHER
NCT04746183,Royal Liverpool University Hospital,OTHER_GOV
NCT04746183,University of Cambridge,OTHER
NCT07245069,University Medical Centre Ljubljana,OTHER
NCT02398669,Eisai Inc.,INDUSTRY
NCT00060905,Abbott,INDUSTRY
NCT02221505,Novartis Pharmaceuticals,INDUSTRY
NCT00078494,National Institutes of Health Clinical Center (CC),NIH
NCT03996694,BioDelivery Sciences International,INDUSTRY
NCT03996694,PRA Health Sciences,INDUSTRY
NCT05169866,Beijing Anzhen Hospital,OTHER
NCT05480566,Hasselt University,OTHER
NCT04603066,Washington University School of Medicine,OTHER
NCT03429556,Allergan,INDUSTRY
NCT04772456,"University of Maryland, Baltimore",OTHER
NCT02129556,ETOP IBCSG Partners Foundation,NETWORK
NCT02129556,Breast International Group,OTHER
NCT01491022,University of Miami,OTHER
NCT01491022,Acorda Therapeutics,INDUSTRY
NCT00769522,German CLL Study Group,OTHER
NCT00769522,Roche Pharma AG,INDUSTRY
NCT00769522,Mundipharma Pte Ltd.,INDUSTRY
NCT02302456,"University Hospital, Angers",OTHER_GOV
NCT02302456,"Institut National de la Santé Et de la Recherche Médicale, France",OTHER_GOV
NCT00968422,Abbott,INDUSTRY
NCT02690922,Tongji Hospital,OTHER
NCT05778422,Federal University of São Paulo,OTHER
NCT07584031,Tianjin Medical University Cancer Institute and Hospital,OTHER
NCT01591031,University of Rostock,OTHER
NCT01614431,University of Sao Paulo,OTHER
NCT01614431,Fundação de Amparo à Pesquisa do Estado de São Paulo,OTHER_GOV
NCT06833931,PepGen Inc,INDUSTRY
NCT01643031,Rabin Medical Center,OTHER
NCT01643031,Tel Aviv Medical Center,OTHER
NCT01643031,Sheba Medical Center,OTHER_GOV
NCT01643031,Meir Medical Center,OTHER
NCT01643031,Rambam Health Care Campus,OTHER
NCT00822731,Samsung Medical Center,OTHER
NCT01727531,Main Line Health,OTHER
NCT01009931,"Rutgers, The State University of New Jersey",OTHER
NCT01009931,Rutgers Cancer Institute of New Jersey,OTHER
NCT01009931,National Cancer Institute (NCI),NIH
NCT01009931,"Biosuccess Biotech Co., Ltd.",INDUSTRY
NCT04124731,Shanghai Chest Hospital,OTHER
NCT02740231,Bone Therapeutics S.A,INDUSTRY
NCT03843931,Marius Henriksen,OTHER
NCT03361631,"Central Hospital, Nancy, France",OTHER
NCT01971853,"University of Colorado, Denver",OTHER
NCT04328753,University of Baghdad,OTHER
NCT01084551,"Otsuka Pharmaceutical Co., Ltd.",INDUSTRY
NCT00171951,Novartis Pharmaceuticals,INDUSTRY
NCT01901653,Stemcentrx,INDUSTRY
NCT02502253,Johns Hopkins University,OTHER
NCT02502253,Icahn School of Medicine at Mount Sinai,OTHER
NCT05467553,National Taiwan University Hospital,OTHER
NCT05467553,PharmaEssentia,INDUSTRY
NCT01960153,Massachusetts General Hospital,OTHER
NCT01960153,"National Heart, Lung, and Blood Institute (NHLBI)",NIH
NCT01960153,Carelon Research,OTHER
NCT07470853,"Whitehawk Therapeutics, Inc.",INDUSTRY
NCT07470853,Catalyst Pharmaceutical Research,INDUSTRY
NCT03100253,Mario Negri Institute for Pharmacological Research,OTHER
NCT01451853,"Sound Pharmaceuticals, Incorporated",INDUSTRY
NCT01451853,VA Puget Sound Health Care System,FED
NCT03098953,Bausch & Lomb Incorporated,INDUSTRY
NCT02902653,Oihane Lapuente Ocamica,OTHER_GOV
NCT00745953,University of Texas Southwestern Medical Center,OTHER
NCT00745953,Novartis Pharmaceuticals,INDUSTRY
NCT02698553,GlaxoSmithKline,INDUSTRY
NCT00193245,"SCRI Development Innovations, LLC",OTHER
NCT00193245,AstraZeneca,INDUSTRY
NCT00193245,Aventis Pharmaceuticals,INDUSTRY
NCT00193245,GlaxoSmithKline,INDUSTRY
NCT03280745,"Insel Gruppe AG, University Hospital Bern",OTHER
NCT05155345,Hoffmann-La Roche,INDUSTRY
NCT07115745,"Juno Therapeutics, Inc., a Bristol-Myers Squibb Company",INDUSTRY
NCT00416845,Novartis,INDUSTRY
NCT05595772,Minia University,OTHER
NCT03431272,University of Alabama at Birmingham,OTHER
NCT03431272,Shire,INDUSTRY
NCT00822172,Colorado Prevention Center,OTHER
NCT00822172,"Otsuka Pharmaceutical Co., Ltd.",INDUSTRY
NCT01577472,"University Hospital, Basel, Switzerland",OTHER
NCT04181372,The First Affiliated Hospital of Guangzhou Medical University,OTHER
NCT01790295,John Mascarenhas,OTHER
NCT01790295,Myeloproliferative Disorders-Research Consortium,NETWORK
NCT01790295,National Cancer Institute (NCI),NIH
NCT01790295,Incyte Corporation,INDUSTRY
NCT01790295,Novartis,INDUSTRY
NCT02098772,Dr. F. Köhler Chemie GmbH,INDUSTRY
NCT00931372,Sanofi,INDUSTRY
NCT00931372,"Profil GmbH, Neuss, Germany",UNKNOWN
NCT06972472,Eli Lilly and Company,INDUSTRY
NCT04969172,"Eli Sprecher, MD",OTHER_GOV
NCT04969172,OBCTCD24 Ltd,UNKNOWN
NCT00328172,Boehringer Ingelheim,INDUSTRY
NCT00373672,Northwestern University,OTHER
NCT00373672,National Alliance for Research on Schizophrenia and Depression,OTHER
NCT00373672,Cephalon,INDUSTRY
NCT02570672,The University of Texas Health Science Center at San Antonio,OTHER
NCT02570672,National Institute on Aging (NIA),NIH
NCT03384095,Erin Newton,OTHER
NCT03384095,Indiana University,OTHER
NCT03384095,NOW Foods,OTHER
NCT03700359,The First Affiliated Hospital of Guangzhou Medical University,OTHER
NCT01556659,Academisch Medisch Centrum - Universiteit van Amsterdam (AMC-UvA),OTHER
NCT01556659,VU University of Amsterdam,OTHER
NCT01556659,Erasmus Medical Center,OTHER
NCT04087759,"Janssen Research & Development, LLC",INDUSTRY
NCT04040959,"University of Colorado, Denver",OTHER
NCT04040959,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),NIH
NCT03902080,Urovant Sciences GmbH,INDUSTRY
NCT02734680,"Cancer Institute and Hospital, Chinese Academy of Medical Sciences",OTHER
NCT00955279,"Centocor, Inc.",INDUSTRY
NCT02302079,Astellas Pharma Europe B.V.,INDUSTRY
NCT05329779,Brigham and Women's Hospital,OTHER
NCT00037479,National Institute of Neurological Disorders and Stroke (NINDS),NIH
NCT00055679,UNICANCER,OTHER
NCT04111159,"Sichuan Haisco Pharmaceutical Group Co., Ltd",INDUSTRY
NCT00436059,Vejle Hospital,OTHER
NCT00436059,Odense University Hospital,OTHER
NCT00403559,Dermatology Specialists Research,OTHER
NCT00403559,Novartis,INDUSTRY
NCT03440359,Eastern Virginia Medical School,OTHER
NCT03440359,Watson Pharmaceuticals,INDUSTRY
NCT05874180,Dong Wha Pharmaceutical Co. Ltd.,INDUSTRY
NCT00588380,Mayo Clinic,OTHER
NCT00588380,Merck Sharp & Dohme LLC,INDUSTRY
NCT03682380,"Janssen Research & Development, LLC",INDUSTRY
NCT00219180,Novartis,INDUSTRY
NCT04094896,Guangdong Provincial People's Hospital,OTHER
NCT00276796,Gynecologic Oncology Group,NETWORK
NCT00276796,National Cancer Institute (NCI),NIH
NCT01447862,Medical University of Vienna,OTHER
NCT04935762,"CuraSen Therapeutics, Inc.",INDUSTRY
NCT02005562,Hoffmann-La Roche,INDUSTRY
NCT00454662,COLM Study Research Organization,OTHER
NCT00454662,Japan Heart Foundation,OTHER
NCT03215446,Centre Hospitalier Universitaire Dijon,OTHER
NCT04305327,LEO Pharma,INDUSTRY
NCT01195727,Bristol-Myers Squibb,INDUSTRY
NCT01195727,Pfizer,INDUSTRY
NCT00003327,Theradex,INDUSTRY
NCT01510288,"Amsterdam UMC, location VUmc",OTHER
NCT01510288,Cell Genesys,INDUSTRY
NCT01510288,Medarex,INDUSTRY
NCT02580188,Seoul National University Bundang Hospital,OTHER
NCT07570888,University of British Columbia,OTHER
NCT07570888,Boehringer Ingelheim,INDUSTRY
NCT04647903,"Vallon Pharmaceuticals, Inc.",INDUSTRY
NCT00115427,Amgen,INDUSTRY
NCT05663827,Yi-Lun Wang,OTHER
NCT05910827,Hummingbird Bioscience,INDUSTRY
NCT05910827,"Merck KGaA, Darmstadt, Germany",INDUSTRY
NCT03579927,M.D. Anderson Cancer Center,OTHER
NCT03579927,National Cancer Institute (NCI),NIH
NCT00001027,National Institute of Allergy and Infectious Diseases (NIAID),NIH
NCT00001027,Fujisawa Pharmaceutical Co,INDUSTRY
NCT05969561,National Taiwan University Hospital,OTHER
NCT01943461,"Merck KGaA, Darmstadt, Germany",INDUSTRY
NCT00563342,"University Hospital, Clermont-Ferrand",OTHER
NCT03587142,Johns Hopkins Bloomberg School of Public Health,OTHER
NCT03587142,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),NIH
NCT03587142,"Texas Tech University Health Sciences Center, El Paso",OTHER
NCT03587142,Johns Hopkins University,OTHER
NCT03587142,Temple University,OTHER
NCT03587142,University of Louisville,OTHER
NCT03587142,Wake Forest University,OTHER
NCT03587142,Massachusetts General Hospital,OTHER
NCT01543386,"University Hospital, Clermont-Ferrand",OTHER
NCT01543386,"Institut National de Recherche pour l'Agriculture, l'Alimentation et l'Environnement",OTHER
NCT01543386,Association Régionale de Cardiologie d'Auvergne,UNKNOWN
NCT01543386,ARDEC Association de Recherche de Développement et d'Enseignement de la Cardiologie,UNKNOWN
NCT06353386,Merck Sharp & Dohme LLC,INDUSTRY
NCT06353386,"Orion Corporation, Orion Pharma",INDUSTRY
NCT01344070,King Faisal Specialist Hospital & Research Center,OTHER
NCT01344070,Saudi National Comprehensive Plan for Science & Technology,UNKNOWN
NCT03600870,Mayo Clinic,OTHER
NCT01650870,Benaroya Research Institute,OTHER
NCT01650870,Virginia Mason Hospital/Medical Center,OTHER
NCT01650870,Cumberland Pharmaceuticals,INDUSTRY
NCT06612970,"Shanghai Huaota Biopharmaceutical Co., Ltd.",INDUSTRY
NCT02065570,AbbVie,INDUSTRY
NCT04605770,Yonsei University,OTHER
NCT06432673,Atrogi AB,INDUSTRY
NCT00992173,"Molecular Insight Pharmaceuticals, Inc.",INDUSTRY
NCT07592273,AbbVie,INDUSTRY
NCT05127473,Novo Nordisk A/S,INDUSTRY
NCT00656773,"University Hospital, Toulouse",OTHER
NCT00507169,Salvat,INDUSTRY
NCT01322269,HemaQuest Pharmaceuticals Inc.,INDUSTRY
NCT00566969,Yale University,OTHER
NCT00566969,National Institute on Drug Abuse (NIDA),NIH
NCT06543069,"Cancer Institute and Hospital, Chinese Academy of Medical Sciences",OTHER
NCT06319469,Beni-Suef University,OTHER
NCT03260569,University of Cincinnati,OTHER
NCT07218341,Eli Lilly and Company,INDUSTRY
NCT05780541,National Institute of Allergy and Infectious Diseases (NIAID),NIH
NCT05780541,International Network for Strategic Initiatives in Global HIV Trials (INSIGHT),NETWORK
NCT05780541,University of Copenhagen,OTHER
NCT05780541,Medical Research Council,OTHER_GOV
NCT05780541,Kirby Institute,OTHER_GOV
NCT05780541,Washington D.C. Veterans Affairs Medical Center,FED
NCT05780541,Advancing Clinical Therapeutics Globally for HIV/AIDS and Other Infections,NETWORK
NCT05780541,"National Heart, Lung, and Blood Institute (NHLBI)",NIH
NCT05780541,US Department of Veterans Affairs,FED
NCT05780541,Prevention and Early Treatment of Acute Lung Injury,OTHER
NCT05780541,Cardiothoracic Surgical Trials Network,OTHER
